id_user,spent,date_created,type_of_purchase
11790447,5,2022-12-15,crystals
11790447,20,2022-12-13,coins
11796536,10,2022-12-15,crystals
11796536,30,2022-12-13,coins
11878152,5,2022-12-16,crystals
11878152,90,2022-12-18,crystals
11878152,320,2022-12-16,crystals
12072764,16,2022-12-14,crystals
12072764,120,2022-12-16,crystals
12123246,16,2022-12-14,crystals
12123246,48,2022-12-14,crystals
12263695,20,2022-12-13,coins
12263695,90,2022-12-13,coins
12549581,5,2022-12-15,crystals
12549581,45,2022-12-13,coins
12703057,5,2022-12-14,crystals
12703057,300,2022-12-13,coins
12838632,10,2022-12-13,coins
12838632,30,2022-12-15,crystals
13297504,20,2022-12-13,coins
13297504,30,2022-12-14,crystals
13483915,90,2022-12-18,crystals
13483915,220,2022-12-16,crystals
13483915,320,2022-12-16,crystals
13543463,5,2022-12-15,crystals
13543463,90,2022-12-13,coins
13960856,16,2022-12-14,crystals
13960856,50,2022-12-14,crystals
14410811,20,2022-12-13,coins
14410811,30,2022-12-14,crystals
14521648,5,2022-12-17,crystals
14521648,90,2022-12-18,crystals
14521648,90,2022-12-18,crystals
14521648,90,2022-12-18,crystals
14521648,90,2022-12-18,crystals
14521648,90,2022-12-18,crystals
14521648,90,2022-12-18,crystals
14521648,140,2022-12-21,crystals
14521648,220,2022-12-16,crystals
14521648,220,2022-12-16,crystals
14521648,220,2022-12-16,crystals
14521648,220,2022-12-16,crystals
14521648,220,2022-12-16,crystals
14521648,220,2022-12-16,crystals
14521648,220,2022-12-17,crystals
14521648,220,2022-12-17,crystals
14899831,5,2022-12-21,crystals
14899831,20,2022-12-13,coins
15042286,10,2022-12-15,crystals
15042286,90,2022-12-13,coins
15134694,10,2022-12-15,crystals
15134694,10,2022-12-16,crystals
15134694,80,2022-12-15,crystals
15134694,80,2022-12-15,crystals
15134694,80,2022-12-15,crystals
15134694,90,2022-12-18,crystals
15134694,120,2022-12-16,crystals
15273419,10,2022-12-14,crystals
15273419,16,2022-12-14,crystals
15273419,48,2022-12-14,crystals
15273419,48,2022-12-15,crystals
15325670,16,2022-12-14,crystals
15325670,50,2022-12-14,crystals
15423643,48,2022-12-14,crystals
15423643,50,2022-12-15,crystals
15480798,10,2022-12-16,crystals
15480798,220,2022-12-16,crystals
15480798,220,2022-12-17,crystals
15838908,5,2022-12-15,crystals
15838908,20,2022-12-13,coins
16231359,5,2022-12-15,crystals
16231359,80,2022-12-15,crystals
16231359,80,2022-12-15,crystals
16231359,80,2022-12-15,crystals
16231359,120,2022-12-16,crystals
16231359,120,2022-12-16,crystals
16231359,320,2022-12-16,crystals
16365778,80,2022-12-15,crystals
16365778,80,2022-12-15,crystals
16365778,80,2022-12-15,crystals
16365778,80,2022-12-15,crystals
16365778,90,2022-12-19,crystals
16365778,120,2022-12-16,crystals
16365778,320,2022-12-16,crystals
16634556,20,2022-12-13,coins
16634556,90,2022-12-13,coins
16915712,20,2022-12-12,coins
16915712,45,2022-12-18,crystals
17078002,20,2022-12-14,crystals
17078002,120,2022-12-16,crystals
17128265,20,2022-12-12,coins
17128265,20,2022-12-13,coins
17361606,80,2022-12-15,crystals
17361606,80,2022-12-15,crystals
17361606,80,2022-12-15,crystals
17361606,80,2022-12-15,crystals
17361606,120,2022-12-16,crystals
17361606,120,2022-12-16,crystals
17361606,220,2022-12-17,crystals
17577224,20,2022-12-13,coins
17577224,90,2022-12-13,coins
17646532,20,2022-12-13,coins
17646532,30,2022-12-15,crystals
17754577,5,2022-12-15,crystals
17754577,20,2022-12-13,coins
17795559,30,2022-12-17,crystals
17795559,90,2022-12-18,crystals
17795559,220,2022-12-16,crystals
18071079,80,2022-12-15,crystals
18071079,80,2022-12-15,crystals
18071079,80,2022-12-15,crystals
18071079,80,2022-12-15,crystals
18071079,90,2022-12-19,crystals
18071079,90,2022-12-19,crystals
18071079,120,2022-12-16,crystals
18192061,90,2022-12-18,crystals
18192061,220,2022-12-16,crystals
18192061,220,2022-12-16,crystals
18432104,20,2022-12-13,coins
18432104,90,2022-12-14,crystals
19353644,20,2022-12-12,coins
19353644,155,2022-12-13,coins
19607962,10,2022-12-15,crystals
19607962,10,2022-12-15,crystals
19618276,80,2022-12-15,crystals
19618276,80,2022-12-15,crystals
19618276,80,2022-12-15,crystals
19618276,80,2022-12-15,crystals
19618276,90,2022-12-19,crystals
19618276,120,2022-12-16,crystals
19618276,120,2022-12-16,crystals
19645432,10,2022-12-15,crystals
19645432,16,2022-12-14,crystals
19858943,5,2022-12-14,crystals
19858943,16,2022-12-14,crystals
19858943,120,2022-12-16,crystals
19858943,120,2022-12-16,crystals
20133500,5,2022-12-14,crystals
20133500,20,2022-12-13,coins
20432078,140,2022-12-21,crystals
20432078,220,2022-12-16,crystals
20432078,320,2022-12-16,crystals
20443865,20,2022-12-14,crystals
20443865,48,2022-12-15,crystals
20771615,20,2022-12-13,coins
20771615,30,2022-12-14,crystals
20782339,5,2022-12-16,crystals
20782339,220,2022-12-16,crystals
20782339,220,2022-12-17,crystals
20810316,5,2022-12-18,crystals
20810316,300,2022-12-13,coins
20889060,20,2022-12-14,crystals
20889060,48,2022-12-15,crystals
21010371,10,2022-12-15,crystals
21010371,30,2022-12-16,crystals
21010371,80,2022-12-15,crystals
21010371,80,2022-12-15,crystals
21010371,80,2022-12-15,crystals
21010371,90,2022-12-18,crystals
21010371,120,2022-12-16,crystals
21141009,5,2022-12-15,crystals
21141009,10,2022-12-14,crystals
21141009,16,2022-12-14,crystals
21141009,120,2022-12-16,crystals
21144868,5,2022-12-15,crystals
21144868,10,2022-12-13,coins
21548243,10,2022-12-15,crystals
21548243,20,2022-12-14,crystals
21748437,10,2022-12-15,crystals
21748437,80,2022-12-15,crystals
21748437,80,2022-12-15,crystals
21748437,80,2022-12-15,crystals
21748437,90,2022-12-18,crystals
21748437,120,2022-12-15,crystals
21748437,120,2022-12-16,crystals
21750557,5,2022-12-15,crystals
21750557,90,2022-12-13,coins
21793202,10,2022-12-16,crystals
21793202,80,2022-12-15,crystals
21793202,80,2022-12-15,crystals
21793202,80,2022-12-15,crystals
21793202,80,2022-12-15,crystals
21793202,320,2022-12-16,crystals
21793202,320,2022-12-16,crystals
21809431,20,2022-12-13,coins
21809431,30,2022-12-13,coins
22001543,45,2022-12-13,coins
22001543,90,2022-12-13,coins
22219944,10,2022-12-16,crystals
22219944,50,2022-12-15,crystals
22271404,5,2022-12-14,crystals
22271404,20,2022-12-13,coins
22329820,10,2022-12-15,crystals
22329820,10,2022-12-18,crystals
22329820,80,2022-12-15,crystals
22329820,80,2022-12-15,crystals
22329820,80,2022-12-15,crystals
22329820,120,2022-12-16,crystals
22329820,120,2022-12-16,crystals
22388088,140,2022-12-20,crystals
22388088,220,2022-12-17,crystals
22388088,320,2022-12-16,crystals
22416113,20,2022-12-14,crystals
22416113,120,2022-12-16,crystals
22712488,90,2022-12-18,crystals
22712488,220,2022-12-16,crystals
22712488,320,2022-12-16,crystals
22957879,5,2022-12-15,crystals
22957879,30,2022-12-13,coins
22959890,90,2022-12-18,crystals
22959890,220,2022-12-16,crystals
22959890,220,2022-12-17,crystals
23121583,220,2022-12-16,crystals
23121583,220,2022-12-16,crystals
23121583,320,2022-12-16,crystals
23124296,10,2022-12-15,crystals
23124296,80,2022-12-15,crystals
23124296,80,2022-12-15,crystals
23124296,80,2022-12-15,crystals
23124296,120,2022-12-15,crystals
23124296,120,2022-12-16,crystals
23124296,220,2022-12-17,crystals
23552623,5,2022-12-15,crystals
23552623,45,2022-12-13,coins
23697018,10,2022-12-15,crystals
23697018,30,2022-12-16,crystals
23697018,80,2022-12-15,crystals
23697018,80,2022-12-15,crystals
23697018,90,2022-12-19,crystals
23697018,120,2022-12-15,crystals
23697018,120,2022-12-16,crystals
23873145,5,2022-12-14,crystals
23873145,20,2022-12-13,coins
23923058,5,2022-12-15,crystals
23923058,90,2022-12-13,coins
23986718,20,2022-12-13,coins
23986718,90,2022-12-13,coins
24052351,16,2022-12-14,crystals
24052351,120,2022-12-16,crystals
24372327,5,2022-12-14,crystals
24372327,20,2022-12-13,coins
24412782,5,2022-12-15,crystals
24412782,90,2022-12-13,coins
24553757,10,2022-12-14,crystals
24553757,16,2022-12-14,crystals
24553757,48,2022-12-15,crystals
24553757,120,2022-12-16,crystals
24553757,120,2022-12-16,crystals
24690707,5,2022-12-16,crystals
24690707,16,2022-12-14,crystals
24690707,48,2022-12-14,crystals
24690707,48,2022-12-15,crystals
24861776,5,2022-12-15,crystals
24861776,90,2022-12-13,coins
25260068,16,2022-12-14,crystals
25260068,16,2022-12-14,crystals
25260068,30,2022-12-16,crystals
25260068,120,2022-12-16,crystals
25260068,120,2022-12-16,crystals
25415501,10,2022-12-13,coins
25415501,625,2022-12-13,coins
25477649,5,2022-12-16,crystals
25477649,10,2022-12-15,crystals
25477649,16,2022-12-14,crystals
25477649,48,2022-12-14,crystals
25496994,10,2022-12-15,crystals
25496994,10,2022-12-23,crystals
25551207,10,2022-12-18,crystals
25551207,90,2022-12-18,crystals
25551207,320,2022-12-16,crystals
25589020,80,2022-12-15,crystals
25589020,80,2022-12-15,crystals
25589020,80,2022-12-15,crystals
25589020,80,2022-12-15,crystals
25589020,120,2022-12-16,crystals
25589020,140,2022-12-20,crystals
25589020,140,2022-12-20,crystals
25724117,90,2022-12-18,crystals
25724117,220,2022-12-16,crystals
25724117,320,2022-12-16,crystals
25829202,220,2022-12-16,crystals
25829202,220,2022-12-17,crystals
25829202,320,2022-12-16,crystals
25892893,10,2022-12-16,crystals
25892893,10,2022-12-16,crystals
25892893,10,2022-12-17,crystals
26029563,16,2022-12-14,crystals
26029563,30,2022-12-16,crystals
26076453,16,2022-12-14,crystals
26076453,30,2022-12-14,crystals
26076453,48,2022-12-14,crystals
26076453,48,2022-12-14,crystals
26076453,48,2022-12-14,crystals
26076453,48,2022-12-15,crystals
26076453,48,2022-12-15,crystals
26076453,120,2022-12-16,crystals
26076453,120,2022-12-16,crystals
26134432,90,2022-12-13,coins
26134432,120,2022-12-16,crystals
26134432,120,2022-12-16,crystals
26134432,120,2022-12-16,crystals
26134432,120,2022-12-16,crystals
26297907,10,2022-12-16,crystals
26297907,90,2022-12-18,crystals
26297907,220,2022-12-16,crystals
26702426,48,2022-12-15,crystals
26702426,80,2022-12-15,crystals
26702426,80,2022-12-15,crystals
26705049,10,2022-12-16,crystals
26705049,10,2022-12-16,crystals
26705049,10,2022-12-16,crystals
26705049,48,2022-12-15,crystals
26705049,90,2022-12-13,coins
26881356,5,2022-12-15,crystals
26881356,90,2022-12-13,coins
26895082,5,2022-12-15,crystals
26895082,5,2022-12-15,crystals
26895082,80,2022-12-15,crystals
26986476,90,2022-12-18,crystals
26986476,220,2022-12-17,crystals
26986476,320,2022-12-16,crystals
27042367,30,2022-12-17,crystals
27042367,45,2022-12-13,coins
27122731,20,2022-12-13,coins
27122731,90,2022-12-13,coins
27187083,48,2022-12-15,crystals
27187083,90,2022-12-13,coins
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27187083,120,2022-12-16,crystals
27262931,5,2022-12-15,crystals
27262931,20,2022-12-13,coins
27269454,5,2022-12-15,crystals
27269454,90,2022-12-13,coins
27576978,80,2022-12-15,crystals
27576978,80,2022-12-15,crystals
27576978,80,2022-12-15,crystals
27764427,220,2022-12-16,crystals
27764427,220,2022-12-16,crystals
27764427,220,2022-12-17,crystals
27993451,80,2022-12-15,crystals
27993451,80,2022-12-15,crystals
27993451,80,2022-12-15,crystals
28085047,220,2022-12-17,crystals
28085047,220,2022-12-17,crystals
28085047,320,2022-12-16,crystals
28102875,10,2022-12-16,crystals
28102875,220,2022-12-16,crystals
28102875,320,2022-12-16,crystals
28127627,5,2022-12-16,crystals
28127627,48,2022-12-15,crystals
28127627,90,2022-12-13,coins
28127627,120,2022-12-16,crystals
28127627,120,2022-12-16,crystals
28127627,120,2022-12-16,crystals
28127627,120,2022-12-16,crystals
28315974,220,2022-12-16,crystals
28315974,220,2022-12-17,crystals
28315974,320,2022-12-16,crystals
28486346,20,2022-12-13,coins
28486346,30,2022-12-15,crystals
28491861,16,2022-12-14,crystals
28491861,48,2022-12-15,crystals
28495682,5,2022-12-14,crystals
28495682,20,2022-12-13,coins
28571586,5,2022-12-15,crystals
28571586,20,2022-12-13,coins
28624320,10,2022-12-15,crystals
28624320,80,2022-12-15,crystals
28624320,80,2022-12-15,crystals
28624320,80,2022-12-15,crystals
28624320,90,2022-12-19,crystals
28624320,120,2022-12-16,crystals
28624320,320,2022-12-16,crystals
28785551,5,2022-12-16,crystals
28785551,10,2022-12-16,crystals
28785551,48,2022-12-15,crystals
28785551,90,2022-12-13,coins
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28785551,120,2022-12-16,crystals
28936114,220,2022-12-16,crystals
28936114,220,2022-12-16,crystals
28936114,320,2022-12-16,crystals
29228783,10,2022-12-14,crystals
29228783,10,2022-12-14,crystals
29395722,5,2022-12-15,crystals
29395722,90,2022-12-13,coins
29559540,90,2022-12-18,crystals
29559540,220,2022-12-16,crystals
29559540,220,2022-12-16,crystals
29625436,20,2022-12-13,coins
29625436,30,2022-12-14,crystals
29915045,30,2022-12-17,crystals
29915045,80,2022-12-15,crystals
29915045,80,2022-12-15,crystals
29915045,80,2022-12-15,crystals
29915045,120,2022-12-15,crystals
29915045,120,2022-12-16,crystals
29915045,140,2022-12-20,crystals
30114739,10,2022-12-15,crystals
30114739,80,2022-12-15,crystals
30114739,80,2022-12-15,crystals
30248872,5,2022-12-15,crystals
30248872,10,2022-12-14,crystals
30507794,10,2022-12-14,crystals
30507794,16,2022-12-14,crystals
30507794,48,2022-12-14,crystals
30507794,48,2022-12-15,crystals
30761748,220,2022-12-16,crystals
30761748,220,2022-12-16,crystals
30761748,320,2022-12-16,crystals
30886118,90,2022-12-18,crystals
30886118,220,2022-12-17,crystals
30886118,320,2022-12-16,crystals
30897458,5,2022-12-14,crystals
30897458,48,2022-12-15,crystals
30983149,5,2022-12-15,crystals
30983149,90,2022-12-13,coins
31248600,30,2022-12-18,crystals
31248600,800,2022-12-13,coins
31587170,90,2022-12-18,crystals
31587170,90,2022-12-18,crystals
31587170,220,2022-12-16,crystals
31942888,45,2022-12-13,coins
31942888,90,2022-12-13,coins
32031425,10,2022-12-15,crystals
32031425,30,2022-12-15,crystals
32031425,80,2022-12-15,crystals
32157898,10,2022-12-15,crystals
32157898,10,2022-12-20,crystals
32157898,80,2022-12-15,crystals
32157898,80,2022-12-15,crystals
32157898,120,2022-12-15,crystals
32157898,120,2022-12-16,crystals
32157898,220,2022-12-17,crystals
32183886,48,2022-12-15,crystals
32183886,80,2022-12-15,crystals
32183886,80,2022-12-15,crystals
32682583,10,2022-12-18,crystals
32682583,10,2022-12-21,crystals
32682583,90,2022-12-18,crystals
32682583,90,2022-12-18,crystals
32682583,90,2022-12-18,crystals
32682583,90,2022-12-18,crystals
32682583,90,2022-12-18,crystals
32682583,90,2022-12-18,crystals
32682583,140,2022-12-19,crystals
32682583,140,2022-12-20,crystals
32682583,220,2022-12-16,crystals
32682583,220,2022-12-17,crystals
32682583,220,2022-12-17,crystals
32682583,220,2022-12-17,crystals
32682583,220,2022-12-17,crystals
32682583,220,2022-12-17,crystals
32831912,10,2022-12-14,crystals
32831912,20,2022-12-13,coins
33015528,5,2022-12-15,crystals
33015528,90,2022-12-13,coins
33364729,220,2022-12-16,crystals
33364729,220,2022-12-16,crystals
33364729,220,2022-12-16,crystals
33809250,30,2022-12-16,crystals
33809250,80,2022-12-15,crystals
33809250,80,2022-12-15,crystals
33809250,80,2022-12-15,crystals
33809250,80,2022-12-15,crystals
33809250,90,2022-12-19,crystals
33809250,120,2022-12-16,crystals
33968611,16,2022-12-14,crystals
33968611,20,2022-12-14,crystals
34201486,120,2022-12-16,crystals
34201486,120,2022-12-16,crystals
34222167,10,2022-12-16,crystals
34222167,220,2022-12-16,crystals
34222167,320,2022-12-16,crystals
34409475,16,2022-12-14,crystals
34409475,48,2022-12-14,crystals
34409475,48,2022-12-15,crystals
34409475,120,2022-12-16,crystals
34447192,10,2022-12-15,crystals
34447192,80,2022-12-15,crystals
34447192,80,2022-12-15,crystals
34462292,5,2022-12-15,crystals
34462292,90,2022-12-13,coins
34499726,80,2022-12-15,crystals
34499726,80,2022-12-15,crystals
34499726,80,2022-12-15,crystals
34499726,90,2022-12-19,crystals
34499726,120,2022-12-15,crystals
34499726,120,2022-12-16,crystals
34499726,320,2022-12-16,crystals
34595059,20,2022-12-15,crystals
34595059,155,2022-12-12,coins
34729866,20,2022-12-13,coins
34729866,90,2022-12-13,coins
35092724,30,2022-12-15,crystals
35092724,45,2022-12-13,coins
35222563,5,2022-12-15,crystals
35222563,30,2022-12-13,coins
35226349,90,2022-12-18,crystals
35226349,220,2022-12-17,crystals
35226349,320,2022-12-16,crystals
35298428,220,2022-12-16,crystals
35298428,220,2022-12-16,crystals
35298428,320,2022-12-16,crystals
35513283,5,2022-12-17,crystals
35513283,5,2022-12-17,crystals
35513283,90,2022-12-18,crystals
35513283,90,2022-12-18,crystals
35513283,140,2022-12-20,crystals
35513283,220,2022-12-16,crystals
35513283,220,2022-12-17,crystals
